一个小锅炒豆豆,心,渥新谢抗辐棕称烋兑心
一只大黑狗 不叫也不吼,默,跛窜摈玩答荤弘嘉扉默
听有看无古有今无叶有花无,口,倍寿熟始髓给次晓床口
又托一叶寄知音,吱,豪克赻放给术降垃柴吱
对人要格外大方,徊,吵水怀羞胃柜椽粗莫徊
晴一半阴一半,明,问彧止挂聒轨莱孕篮明
花一半叶一半,华,硫院礴沉可裂输卑先华
一时差十分,旦,岐见兄忠矗犹创喳啁旦
十一点 点十一,幸,竟螶冬肃恭室汰翕嚻幸
口中有十八,困,扭叠嵊嫁逑差匾囧寒困
上海居民,伸,狼悠衲聋协彬拿孔醢伸
去村后割茅草,柔,忖早盔凼坔家石膀先柔
上面出头说原因 下面出头是冠军 上下出头是上海 都不出头在农村,田,橇免靳至熔笔状噙彦田
一向上爬忘了本,未,汁豳柴天崛褫芯骅涉未
内乱到后来变心,恻,陛甡盟并赈周污粽驮恻
一字三两点 一直未猜出,羊,在锗裘药孔氦晔米良羊
虽有十张口只有一颗心,思,俞呆绌涢诗叙扑拓肚思
轻舟逐浪送离愁,秋,丕赻腰峡疲谐擞恽三秋
西伯适遇姜太公,倘,立尧滚瘸疲宛每霈八倘
多一点能吃 少一点有用,术,羚昵捞沾瘁愣卞萧屉术
反手上篮逼声近,笔,肖纽瞿帐七扁必绪当笔
直上云端,去,丝最目众菲筷镰彦薯去
遇火燃烧 遇水挨浇 若猜尧字 智谋不足,林,齐哗分阳含筛毳璃稿林
投我以木桃,兆,饲忝荒憋盗内明箭橇兆
声称掌握了一半,撑,胚味围煲荤胥恶凡乞撑
连日多玄奥 一定要解开,蓄,肢羞蚊珍煲溃攸洁倚蓄
日落看木偶,梦,挛佚谢皫狳族抵惕囚梦
十字对十字太阳对月亮,萌,颗怂笃府绢肙肘旗胀萌
言来会佳人,谁,珀社篱同助立咪罗需谁
分道扬镳,路,吋伙驻胆辽开躁脵舜路
考前整日在复习,翥,恃坯敌腊督读道拂愁翥
画龙未点睛,省,折嵊搞盗至闲秕泰靳省
秋叶落后人全离,程,吞宏食助以穹宋拟妻程
一旬,早,纲怙眵崽樊琳郡粤给早
牛羊合群,羞,忌类嗤冠后给朝蜂阳羞
朝来见古庙,广,敝墟姐皛舟钩茧陕皖广
残月下西楼,屡,茹聊半筛脆载投蹄鳞屡
有你的一半也有我的一半,伐,悸擞阍三震兑珐摈关伐
何须杀人灭口,丁,晦萝妯偿芹舞魁惜巴丁
峰峦重叠草出芽,茁,疴拈勤炮姓扈拳雀迆茁
一口吃掉五颗丸子,熟,黑尊票童兽箔片沔笕熟
存心不善有口难言,亚,蜓嘿溪鼓昫郝嗽保绌亚
石字出头不是右字,岩,呸拿刽苛筛天闰嗤愆岩
一月又一月 月月紧相连,用,福最挞滑呆订泓方秋用
早上莫来傍晚来,暮,牷改甄鱽坠杉笼汉慎暮
二直又二直,坚,夫平送妍台兽肿原崇坚
两个太阳,昌,涓飘汝记充卿诡区拽昌
做人首先要大方,烟,有胕相绺哪道氙注昙烟
六一的活动,韵,璃歌跟键又浍如淮断韵
分开三个人 合起来是一群,众,拜撞株隶痛力钩递芢众
一块豆腐 切成四块 放到锅里 盖上锅盖,画,白视兹窥谬以院蚴楂画
溪边林木森森,染,恁违诛壁魇距卦憨第染
二人同过独木桥 顺着次序往前跑,丛,慕恙啭钼锺浪喑造付丛
不是上 不是下 下在上 上在下,一,社敝冯屈巩莒增洳诏一
心系人家生妒忌,妃,笳楫荟芹牷掘盼蜃冣妃
平反回来,啬,欠茵登沿聶愈胇桁徊啬
一字不撇也不捺,十,沼只挞茓扉硼垤旷莱十
上身是小山 下身是大山 二字相结合 全身都是山,岳,肼帐又缠丫洳角傲冬岳
反扣成立,啦,湘忧备单听欠斛诣畏啦
一横一竖写一回,固,吵同死措卷乃秽症拈固
右边有 左边无 后面有 前面无,口,涂倒瘸娇架楣知韦悬口
中学人生起变化,牵,奸蒂屠欢促帼杞献荔牵
老鼠不见了,一,蚁眚吝蝈赎牟刮浕枯一
空山之中一亩田,画,姚源桂无谁屎可婪橙画
上头在水里 下头在天空 要问家在哪 老家在山东,鲁,宋辽琥憾诏整钍呕皋鲁
助残出力 献点爱心,宜,奕嘉筞雀咖能涉诀蚴宜
名扬四方 芳心倾倒,外,妇城栏酸泉栎于斗缌外
先写了一撇 后写了一画,孕,浪衫坂噙馍狂坡石耷孕
带鱼不多,羊,姐桌眭强蝴抠迷雁婢羊
古稀之年心不悲,辈,既益夺绿浸需乳绩亿辈
涂上白 反而黑,七,晕煜验咬轶偕蓝烛勺七
三人结伴来嘉兴,秦,踏澳抗蓄泌袱兀晃阵秦
正确对待错误,艾,冀催蛇洒损炎耽冯懋艾
讨人喜欢,竺,蛩捕愈眠迢眵陪香稔竺
汗水换来了庄稼,秆,婚读业简抹奇氮堑抨秆
财色当头总失败,负,寨琶淀铎绸月粽纲苟负
宝玉不在姑娘在,安,赈敫日东厉镰杂茵桌安
安心疾已平,俞,诵烨肺酗升浦与丙虚俞
有耳能听到 有口能请教 有手能摸索 有心就烦恼,门,条讽位葫蚤哪酝境组门
写上去,与,茗嗦罢寻粘妪厂玺佞与
短一些再短一些,此,昇漳份肋枉怛琼赭浑此
东西南北心相连,愣,她妖竹州货呸茴棂缈愣
左边二十日 右边三十天,朝,骤护烟痒倔氙绒脱激朝
兔子耳朵,聊,赳消棕扫憾又育酷娲聊
自相矛盾,卡,掇锱哥醒旦宜轩落涔卡
已有一半 又制一半,判,曼拨滑柠队珉骨任怒判
负负得正,止,郝问芢儿匹亨圪抹达止
出口成章,吝,嵩绒辆氽赈渴豫须嚣吝
宣德瓷器,盟,希讲诛佞舅校檀恣厉盟
日出有景,京,棼聋毛夾洗铁鼎嘲比京
一日恰逢兄台来,比,旷夺翌骑姓捉付砂衍比
油画一幅挂帘前,演,娴爬颗诣嚻兖浸绩荕演
片云残月带三星,泓,纷阂痒置完侧袭珍诤泓
平桥改造见奇观,罕,反分缺空哗职氮懿芊罕
十二月江西见面,清,皂葑唠堵妞蠱棹给楫清
不拘一格,呸,寅闰哥羯束僧泞婚刑呸
值钱不值钱全在这两点,金,槎鲩沈捞肋淑橇稔束金
及早自立谱新篇,章,忖耍啐堆橹击拾丑汝章
不得不露头,杯,期偶母抨薨那晷街姥杯
林木森森,杂,弦骇请季礴疟艳挥歌杂
点火就可燃 滴水能润苗,尧,夭炰衣并口闭内虱厕尧
从上往下数 只有人一口,合,熊彻斜炉违渊债诚亭合
先先后后见是非,靠,垮篱双期蒡腊讷者苿靠
多点爱心来安家,嫁,思牡基鼹捺荰算嫂骸嫁
杏枝又飘残叶落,林,肒骚小熔仂度棵淅丙林
山西省阴,亚,绢哥杉置乌访偿阂民亚
十两多一点,斥,崭招诉屋嫣胖憋长罪斥
妇女翻身,嬉,足姹躁咬姜寻烦讹态嬉
田字不出头 不许申甲由 一笔添成字 算你是将才,团,转忌尿激嫂乏枪酱辖团
一家十一口 一家二十口 两家合一起 万事都不愁,喜,有咬偿谅狂颍猛筚值喜
男人的世界,妩,跺迢恕予期苯瞿纸趁妩
万万见不得人,乙,埋匾甍杉琚探以捱惨乙
有人不正 无人不圆,扁,玲历稳梦圭氶狎顶键扁
一点一横两眼一瞪,六,运妾榭休渐脱狳棠识六
青一块紫一块,素,颊牛东秆翁侬哭堪讫素
你有他有众人都有我却没有,人,图裘绩滇什倦岔芊悸人
酉时一到自然醒,星,筠邀岖愁匝糯戾皇樽星
月下二人踏碎冰,滕,鼹曲拾脚猛榇鸳荨侈滕
吃尽苦头三十日,胡,己嘈土蚜锱优渠钱甄胡
只要有才 就能生财,贝,逢镍呸税蓬西与歪疝贝
洪武口谕,诛,么瞐纺芯琦卧茓烟狂诛
扑灭火星,一,坝厕俪喊说馍皈趟雷一
喜上眉梢,声,职扈懿记趣死畦围扦声
句中有一字 每月猜三次 就是秀才猜 也得猜十日,旬,恨垦的翅卅它模夵璐旬
窗前飞燕探头来,挖,泌缕双忙飞畀持肢福挖
丢人现丑,件,付胷玷稍姿渥撂腥缕件
海棠开后残梅落,淌,休猛默夥式毓恐罂松淌
家有小女 十一出嫁,尘,谷层翔嘶潘皛卧苜络尘
需要下面团结,耍,吗鹭佑硼支瑛迆衔埔耍
平反回来住西城,墙,会泉泽爆丸母踏潘歼墙
问心只自可对苍穹,吴,洞坟冼炸雷潸儆牡卅吴
双方以仁相待,倡,玺两咒映莺牯权歼乖倡
点清数目方知大,方,豫苜峰象鑫朊急今罢方
奋力大扫除,男,晶骊既子咯茗突答盖男
断桥残雪看不足,霜,皿嗜娆殓炅尥漉惹艘霜
春秋战国后,臻,包着摩奴谈萝唠愤梅臻
某人一直都不在,甘,槑婚飨尚艽樵躬吕曳甘
一统江东吴始立,呈,唠笌臭缸官啐燊讼粇呈
前轮不见了,轶,画柘鳅邀赔幼厂唱啥轶
只因改革得安宁,寄,缺副思帚飨卑舢曾畦寄
田字出头不一点 不念申甲由 若念申甲由不是好秀才,神,冠究鲜喊步漏你淮储神
明日分离 无人相伴,胖,每突热这柴啻做斗祝胖
星出日落,生,侬舌倩靖又秕洒蚯映生
一退六二五,辛,祟韦敖嗦硂旧缕洳掌辛
高老头,主,滦两内摊王家泅砌广主
大口加小口 猜回你别走 要是猜作咽 还不放你走,固,瞿滕著吊补伸鄙担佬固
龙凤胎,好,肌械横郝檩广爸哈屡好
一口说出两个日,唱,佃加韧憔扇舜苗唁咸唱
一气之下 拂手而去,氟,鸟霄屉擂漕午吉也簸氟
独驾一舟千里去,元,喵犁枝驭拂单熄译坂元
秋波相送董仲颖,棹,残询佚症彤礼功伏馋棹
唐宋八家 杨州八怪,做,株徊蔷软噬斋鲳为苯做
一日不见 如三月兮,晨,潘债骞倘彰舱昔肢拽晨
宋字去了盖 不做木字猜,李,区哀洛瑰声尤君厕吹李
推门望一望 门里一大将 你说关云长 他说楚霸王,扇,珐缕衬听丁箸董赔鹦扇
个个相助汗水流,竿,珂皂洼诏笞氢该治蚪竿
一手力量大如天 竟能搬到一座山,扫,球冼喑拾还囩妞液等扫
孔雀东南飞,孙,荐部萃冯贺赏苔茹既孙
红梅开后冬已残,绦,窖慝荔斌切予诏迪牲绦
雨天没有晴天有 田里没有堤上有 云南没有贵阳有,日,啪薑棋汪诤菇辛囫荨日
春末夏初,旦,豪杈像葑桓危岔示胭旦
人人围着坐,土,片录锦机二脅膝死燮土
见脚就踢,易,塘谷公嚎蜃验枪枭彧易
从前有个人,众,慕侵羽缁哗囫踪届刽众
有点曲折,之,兮携误衍琥奔话饼姜之
三五成群,积,请块伒色十卉昊怫您积
立字当头为之一新,析,落他颜键洪鳅秦璐含析
其中真心差几许,一,郝耽碧淝祚壁炬沂滴一
残月高高远山重,弦,档嫁扳烋婿赤混逐鼯弦
分离前后,凶,礼丰玩霈弄丛沏芭粀凶
有兄妹无儿女,味,粮板钿靓褚镇完怷刀味
上也日 下也日 早也热 晚也热,暑,姝舟娟丘争辍抹踵几暑
六十不足八十有余,余,张刀粒啃咏迪孽谒鸿余
有水可养鱼虾有土可种庄稼,也,伤晕粘峁八节乔韩炜也
八九点钟的太阳,晨,裹炬牯秽渊睛哧肘泛晨
除夕之夜,多,收魇亨茫硬啤到浮佻多
十日谈,询,飨烫茗社锈钨储捕艰询
且到江东去,沮,逆嗔条洇刷隙擞憔淼沮
跳者有 走者无 高者有 矮者无 智者有 蠢者无 右边有 左边无 凉天有 热天无,口,酒朩闺写耻剥苿筝乔口
满汉全席,妩,炙悦勾禺催鸨川估洄妩
南字反方向 口字在中央上下廿四点 捉虫是健将,燕,牟势接提啃畏闲衫淬燕
层云隐去月当头,屑,污勇灯亮蔷弯遥炮沂屑
三人骑头无角牛,奉,垓躯短扇屉透妨街趁奉
遇水一片汪洋 逢木可闻花香,每,绸沉橱钰朵嫁疾侣仇每
前前后后和为善,羊,狄毒亮撒実釜湿最娘羊
上面牵头 下面紧跟 中间一一配合,奈,个隶聋弃占化移買亾奈
一横一横又一横 一竖一竖又一竖 一撇一撇又一撇 一捺一捺又一捺,森,色醢瓣苂恫箦唧薇葆森
今别贵州去,黑,动转躯亦社顺委勤液黑
田里跑到田外 不能当做古字猜,叶,辆道颜刌否泌堑肒黍叶
待到重阳日,晶,家并肋欺万苑嗽弦义晶
牛羊住一起 羊尾都挤偏,羞,卯孩若窈圣誩复碍死羞
两水会时见清浊,蜻,仆仪枚咆烤迪蓬抨璐蜻
宝贝嘴巴长头顶,员,暴亭娴昃箩炙玻远殙员
小女月下多娇俏,侨,严偓刈匪湘圪泱维搬侨
沧海变桑田,汗,漳邵吻场颗闰富宓果汗
低声相依来说媒,楣,软苛嗟娜具趣嚻两图楣
上下前后都能找到,一,妗泼抱宫拴升昆曼逑一
有水能掀三尺浪,粮,有疲瓣讷恤劾偓夷骸粮
冀南没有冀中无,北,谜掮关们骤泄殓钬造北
十个哥哥力量大一切困难都不怕,克,骗菠沉铧蛞乒箕帐艾克
八十八家家有它,米,迹签锉狗方桂怂晨痒米
黑狗,默,汀扶乌乙浙角刀俅辨默
太阳落到西边,晒,樊丘芫劫促却罢买且晒
夫不出头鸟儿旋,天,哔诏盼囧昂行躬钨礼天
尔字有人陪,你,缶罗元群障绌芩誉篓你
十个太阳十个月亮,朝,涢兖室耳曾刀帽娣让朝
休把旁人抬太高,乐,瞇筋案膜项杉讳趣讽乐
座上没有人,庄,嗤杂舌言具沙闽锣向庄
千人居北佩着刀,剩,梨旱舸尢庐物位槿韩剩
肥一半瘦一半,疤,站螽娇波信搬惫政掇疤
耳有所闻,门,拌阅戾鲩嗦靳铁趇徭门
我是人,俄,棕柘沽杯骚括站廿媚俄
新婚之夜没有床,音,战张瓠完扯悸陛钿习音
彩虹,艳,夂蚊爷臆景烦恒弁鹦艳
结实,夥,篓珐郴司着狠攸帛掇夥
言对青山不是青,请,绔倍夾腊仄舢趋末挞请
一天又一天,昌,韭趋亨很扏隙钙依伶昌
十五天,胖,丝堵缺戾京虔螽法佬胖
四方同心,愣,霈膂粒榻着诣知腔苑愣
四张嘴有头有尾,电,驮娬疚译锺西酗瞅懒电
五口之家外种一树,梧,阉枝孚杀沈旷涨娜燮梧
半价出售,催,茗粒斌献诳刑猎防筑催
真一半假一半,俱,沌千乌叔十映艋垚血俱
门里有个人,闪,疟辣腌硬琚瑗待歪仓闪
桥下来会友,爱,豺轲厕季溏孩掩条童爱
告别,扮,糯椰曼痴窯奁苦众怕扮
一人拉弓卧草中,荑,店酊呕淅叠辨则犇便荑
手高眼低,看,淝饲佗髓囲钬猛畛欢看
两狗谈天,狱,躯催姻筞房屡窈亏鸿狱
钢丝绳上走,丛,桦咳站斯肺饲噪便裹丛
老一半早一半,者,画洋黑跟扫肘拨庇镂者
半册多一点,丹,芷忮虚摩臼达薨圆加丹
七个人捡贝壳,货,齐宗敖峰袭旺倪百头货
千里归家,闯,带才身侍右本始蓬劾闯
山水紧相连,汕,扉孽僵沏寒废体喳泰汕
无边落木萧萧下,日,束颇复钻正炳诳架伯日
二兄弟各自立,竞,抨浙系孝肪誩联髓店竞
又到村里来,树,阍臆显演按裸归堪擒树
身高一寸,射,桓慑绡名犁沊纹部瑗射
羊的眼睛,着,要莽雾怡毳姑蒂虻垄着
一到就坏,夕,朩褒贯粑脇就降歉芳夕
一直真心相对,非,厕蛛岆秉烂北肢衿恭非
一边有水一边干,汗,崖册昇识馋哦薤啊扇汗
两个口一条心,串,铂需可卜嗜恩喳京昶串
正说话,证,色尘逐犟胖娠畨蛞违证
一二三四五六七八九十,垤,漯牵峁更炸荑肕娠闹垤
小狗身上长满了嘴,器,艮鸾皂甜敬金讨侑奉器
拜佛,拿,恰渴歆蝉梦右斐沣店拿
齐心同上高山,岗,宛做何守爽朋浛什耗岗
驷马难追,诎,噪幽淝晏伏秋录守光诎
柴门闻犬吠,润,息脲控奉羚琼凡迷脏润
石头撑起一座山,岩,稔米胭莅臻趟疼策讨岩
猜字谜七十二小时,晶,泫怒甬嫌汽蚜俸岁暂晶
画中不是田,十,迫俸肋伏暂斌莠茧歉十
心有圣人,怪,兰印盔骚收仝丑肼唱怪
大河上下顿失滔滔,奇,洵魅击枯踵姓伊波效奇
天下太平,晏,蚯佗借札敷岬侦特纸晏
只剩下耳朵,除,犑炎棋甬枯爆芜胄自除
喜事临门日在心,间,羌包芢暮辆息请杠云间
六一儿童节,竟,罂弱就污薇奇万兮霸竟
汽车到了站乘客人不见,乖,岔恫灿巧槎酵浊肚梏乖
前滚翻,潘,搜忧咆培驯卖扎醐圣潘
立着的木桩子,亲,舴沐贵诩黍请惺厌瀑亲
少林寺旁有两人,待,央箸地随取彭连生敷待
本聚在元宵,舞,匝舒炰答帜舰斤划摸舞
嘴巴长痘,凸,芬剩谬泫立粮隧趁独凸
记一半忘一半,忌,澎谒畀央乖蓦鲡肉翩忌
多一半加一口,名,奕含鹭档绪窜腾盯菊名
中午聊天,许,八刽芷欺螅钗耽营膀许
半路出家,阁,醒淅恢礴嗟伴视扯铯阁
千里共婵娟,肿,光扦捐鳅投糊酒奴碧肿
什么车没有轮,风,巡肉尹榔术溃奶相捧风
水禽,鸿,步碍怎泣曲洱佶案睦鸿
看见草帽,宽,欣垭知寿盆筏玫戈税宽
闪动,们,谒胚伉执荀勉警又恪们
是也不是,地,坑圉渐按郎苹坂府豺地
南岛风光,岚,双尢警参砂臻誊笑端岚
又来一个,双,旷宗购觑唬伐沣膜歪双
早安,晏,堤蛋男磨尝橱她老黍晏
脱口而出,咄,怙笨厦捕犁琥濡猴令咄
门里阳光照门外雨飘飘,涧,诬惫妇枪佶递蓦咒悼涧
月亮退下,腿,面驸珐弱夸茧肩响谐腿
暗送秋波眼睛闭,眹,奔仲挫娩负瑾晋彦赶眹
不张嘴问用耳听,闻,氏矗螟裕深灵淀秃罗闻
埋头创业干在前,垭,站争缰峨殃礼跑筋胞垭
少走几步,赻,亭湃征荥邱泵拉泊靶赻
知道就说,智,莺抒尹吓擦伏切粽芦智
一个人在山边,仙,垭佛酸戈伞在瞄恋螳仙
看万山红遍,瞅,塘洁锉臾趴爧叠庖秩瞅
不行水路,赶,度胀潺套溃抠啻响誩赶
九横六竖,晶,版覃户谤烨洁绺礴伪晶
大脚丫,距,矼黯鲡株畜汜丐后肯距
天下同心,合,蜗柿鸭柴撒粗逐琶躬合
心中有我,悟,箱侏曱茜谟舸酝动浴悟
老辣,辜,朩岌森轶蹊莳望栈渭辜
划拳,批,昱洲今苜齐利奁酣字批
文武双全的富二代,娬,众梳痴罐杼禁傍问睛娬
不走,还,携皛低而溃稀弄篮齐还
九加九,木,畏妲眭捕冀爹绅梯是木
一棒敲开天,未,瞿雁桥息度须忐骡你未
一百八十两,析,笞亲予纱橹伺腰痱镂析
命令舌头不见了,古,圯窈廿搜天额圭秕傅古
学会一半,尝,浊均和哨递驭发趿液尝
十一相逢当碰杯,干,或蚕逆垦烘六悄哟销干
一心工作到白头,忤,浴这喜闲压溅野模娇忤
让子弹飞,了,方辕婚反罂笆计故施了
没有脚就危险了,危,塔馋柚棚迷垓碎躲遭危
星星和月亮,腥,逡停绢恍皇癌轨被执腥
甘心隐退,廿,伦忖则仫趇愆虻荥功廿
大小通吃,尖,老荧旺副崽鹏缩扶信尖
我有一物生得巧半边鳞甲半边毛,鲜,乞禁隆祚夥侩辫肰呕鲜
一脚踢球射门,以,招恬洇唢捍鸽肃守冒以
东方的太阳,晋,老雉五杀樵钜不捌宰晋
别走,还,琳境恐串兰眠虹辖辰还
木钩一点,朩,钍鸽为帕尽仝恼艋奏朩
丢了钱,铁,哟捡篮崛筑筞谒套尚铁
金木水火土,衙,忏老志澍晓述巫园碧衙
我独不得出,圄,步啜房毙钙奶停迷泮圄
十加二十,卉,裸抨畄敌统笆板束侠卉
举手之劳,捞,愤宋啜吱耳舅斐阂沼捞
了却心愿开小厂,白,丐央矽昉日阁寿鸨魔白
有钱,贿,夯铝拍酊另梳桝胆伊贿
狗王之言,诳,帽犑犇肰娠萍悼谧逐诳
不是鸡毛是宝玉,翡,咆共究瑗利彪醉争籽翡
待字闺中找婆家,嫁,检泮秋通县朕货岌莺嫁
春夜喜雨,泰,浊佬棠滕侍街查跟盏泰
人举双手,火,拜簧圪扦啬滉欢倒濡火
我和猪,象,崔睛妩篙啦楂瑾吓算象
大中小日,晿,字指奥嫖离苛赔嘴峨晿
非典非典携手清除,排,讦厚蔷引茑省酉舍崽排
夕阳西下把话说,名,偓玉毡苒鹭斐闷耷岂名
家有千金一枚,嫁,秩茁咯才卞六井摹肉嫁
雨后天晴太阳隐,清,略筚有绑茹简堡宜情清
手足情深,捉,妇捕歼载钻智祈用浸捉
木偶的脸,检,携革堡骡汗雌怡已戎检
千人一家,稼,脊债党谅閤弁露髓梅稼
西餐不可少,刈,哇驴杈屠拂鲜辑泾什刈
句子,鼩,挞圈递梀骡秚您全复鼩
半山半水,汕,殙探桐污阉今袅咔汪汕
三人在天上,奏,歹阔馨慑连粕林琬潘奏
徒步的文人,这,漆迷渣词夏骗娜城监这
冲出包围送出关,违,鲈绪逛类愚仑伪酱垭违
火锅,烫,煌魁念佶啮必鬼雄虻烫
乔老爷上轿,车,椒艺衰逐怜灵薑元抠车
两个高尚的手,撑,程父李苦拉拿奸环亚撑
中国开放有奔头,因,面年卿噎暗肪雾秽普因
一来就坏事,歹,畄润淞俸乞曼测盟趇歹
散打选手,撒,波擞母萦吐拙雁尥洳撒
残月映湖中,舌,御盼文哉凼侠雄晗恣舌
茅屋,芦,嗟魂壬键缠蒜白脌艰芦
初一到十五,胖,崽黍炕穗给潜串园恋胖
带头改革务必出力,麦,圪塑阂诊烫噪畛量煎麦
遇水则清遇火则明,登,绪偎睦逡晤给移磊逆登
睡前熄灯,盯,姹到炕芯卉妪话镝辕盯
残月北斗一星沉,沁,睛嗜螃昵携牧外先嗽沁
初秋女装,委,尘浕鲸着硼怙驸虑利委
不是四,罪,竞邱专株夂淞宅舟别罪
一斤出头,岳,遗精咕诲泺助粀富俎岳
元旦前后共相聚,其,锄咨惫哪沂聂衫芙泌其
文明交通,效,酚拱韧烛杭啜湫拼净效
变心又惹是非,怪,镇宗巢鳞烟叔计瓠项怪
明月隐高树,杳,邪犑松戊帜莱淮沏亮杳
没有恒心一事无成,旦,酵弘俅巧讣馥淬浴低旦
一心为别人,舒,莺献侵补媳昼籽砂卓舒
黛玉,婪,谔秃您澍彪荣滉垃赈婪
每日一句,昫,享莳筹扳逢谒脂麓讣昫
王的圣旨,玲,鸣奎栎佟馨脑稼才丞玲
令堂,诲,手蹋基嗦匀冣念滦赖诲
亲人分别,禽,播尽钜替居蕴届亭孕禽
三点河旁落,可,财邵善芕瀚以娩脉唢可
门内有耳听得见,闻,胖墨飨盏允英料馥肴闻
病来如山倒,疟,恢籽懋军嫖涢垚彼镯疟
白吃一口,乞,肩唱偓垂停正柜滞挼乞
一颗爱国心,宝,迷穗讽霉栈贪妾喷魔宝
台湾同胞的心,怡,汴少传卦忖闱污溅彗怡
山东风光二日游,鲸,币兑搁冒秋朋扩诏练鲸
头带金冠称大王,全,箩揍涂雷柿缓错坯氶全
西施,俪,属今佟踢楞庖蚀瑾黯俪
一大一小用手按,捺,禁鸟诛麻仗蹲砖辰财捺
未落一字泪两行,湘,阳烟锦矗蛩谷赳落晕湘
有手有脚,捉,输闸娆禺型役伊算沗捉
左十八右十八,林,氯挂砖晦圈叶杜獐迫林
十一个月亮,肝,儿放宿厅董纭秽侣擦肝
孤山之夜,岁,怏殙沛溺犁赦岩朽抛岁
前前后后团结一致,豆,劾笕肺全肉绩妮町寨豆
一应俱全,仝,市骑里聒衙填贷蕾理仝
山影重叠云散动,幼,肌猎抄碜仆麓粀猪倮幼
远看像头牛近看没有头,午,梭惶众诊哇停富尼姣午
家在石头城畔住,琚,情衲劫孚魄哑湘钟肙琚
以身作则,侧,昕瞅防面笋舌锄淼盔侧
又上小桥头,椒,跨脏燮忡昇捌荨思色椒
金裤衩,钗,彰沃近米娩绢并帚映钗
心里满是泪水,感,碎帅圣恭勉婪谒踪迕感
异乡奇遇,绮,伴傍烋槎莱著稿偎抗绮
童声组合,竟,悟柜清洇扒锄政露粗竟
不努力又被淘汰,女,悄霉诃她晤只河动纭女
花前月下陈前情,荫,鲥达娩褚吸芔宝玷陌荫
儿女成双,好,壮齐曳洵肕寸帚逍胇好
一心到宁波,恿,催钼胆迹谒颖漩喝楂恿
孙二娘会夫,靓,栾瓠苯指柬倮悼剁化靓
力大无穷被草压,荔,何辐挂鸳扫琦皂媚辨荔
日色过午,昧,衮镝仨磊漓也冠用恿昧
同心干改革,旱,南溜门摊壤筚冑竖鼎旱
骏马奔驰去不还,逡,矧痴棣浍炊殊岌荨鸟逡
叩见君王,现,凄泄绩族权侦遥氏朝现
户下占一位,启,肕倥青噬杰清壬苛塾启
千里相逢春草生,董,槿宁婵媳又补迕名坊董
一点一横长一撇向西方并排两棵树栽在石头上,磨,柯侍惜玻炽唁陈泾侩磨
草盖三星,蕊,恒闽烤取啪边钿造铝蕊
王子掌勺,玓,唁兄拖桌酿磊潮痱傲玓
灾后八方来相助,炽,刘认射陪弛仨打镇妩炽
人去就当官,使,哦巴铁法教土剥咯解使
几内一日,凬,柿确苑曾平气妾捐立凬
一寸的身高,射,轾稀嗯皑孩淳來拉炜射
二人土上说分明,主,或曲晖护规知幼狗熄主
未去朝天子,群,闲址酣骥洳酤璧堡染群
危机关头要团结,多,冠蛔须毛苣黍凉雨笨多
闲人免入,企,向罩暂伸骅渴杷饲即企
南望枝头李子落,琳,泽捱殡疤捕丞苬岌棵琳
闪亮的心,恍,甥淆唔妖鲩窖鸳匝辇恍
光棍打车,辇,玷寓跨佼匙桥娘嫌谭辇
关上你的右耳朵,联,作倍华蝴勤胡赭秆绒联
宁可分离须同心,亭,爽察脀蜂症口欠钊仆亭
千树万树梨花开,檄,脇响渡糜倚容晨已夙檄
四十年间一夕逢,舞,爆判看灭剡硼胞抒茁舞
月光如注,清,泓童汁昫较衫扛五蓄清
水边的怪兽,漪,粕愆痛禺挡匕淹淼坑漪
九九之弟,杂,郁杵床硖姘滂筞其衅杂
辽西烽火起,逢,衣茗街贺诘惠武浪恭逢
音乐让人心动,意,腰茵魔富浊彰炕脇躺意
此人有偏见,扁,络恚雷跕瑭规蝈吞态扁
骑马出门闲不住,椅,矩型骸泊蘑蹲积冣彪椅
两个十八岁的小伙子烧火,焚,泪瑾辱凳聂荥珏拉诉焚
四方春色正空前,躁,雇鄙榻北娴答迁房蚀躁
二画大 二画小,秦,悄灸着阴累做舒涨贷秦
提前到达,挞,彤杏彼兆昙棵刻奥叔挞
不好的贝壳,资,衿吟拾妾铢梏瓣鸠枋资
恻隐之心人皆有之,侧,苂禁咽顷赚尢趋天抛侧
洞房花烛夜,窥,袱求漓逡淬驱舜瓠哭窥
丰富的水源,沣,姿攀笑咏羯屈墓芜斗沣
次品的碗碟,盗,疝芭秃途纸姚垭慧虑盗
西安夺冠,要,刊辛二玉情衅各冈较要
凶手倒下了,抠,佶棉枝筹悉脲童射讹抠
分出一半,岔,燕苜谣姻奢喉兖局肘岔
有才能先脱贫,财,恚凳滩固屯朱性俘芫财
八千个太阳,香,蚤退煌肙焚弛放檄吻香
水边的老虎,演,萧或缠离憨妃兆参橹演
读者看似有钱人,锗,匏秆院枪茹蘑冬爹缄锗
一木口中栽非杏也非呆,果,溃许㕣施蹲匪巷茎典果
刀口行走,超,村罐背轨苦漪骊篱甥超
画中一人独耕犁,佃,箸润缕初促趝蟆酸戎佃
丹朱,赫,酸溽枫疤吗灸度骥同赫
如来上西天,娱,功穹珊呆速弁敖郴始娱
一心只有改革,总,来畲滉赫吾洵篙捱擦总
西江月怀古,湖,雄勋俑汰迹疤亵淀哺湖
